Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
2059,Ibrahim Sulemana,GHA,MF,Hellas Verona,Serie A,19,2003,1,0,20,0.2,0,5,0,0,0,0,36,0,0,0,60,70,85.7,1140,285,25,25,100,20,20,100,10,15,66.7,0,0,10,0,0,10,70,70,0,0,0,20,5,0,0,0,0,0,45,5,20,0,60,0,0,0,60,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,10,0,10,30,10,33.3,10,15,5,0,0,0,0,0,5,0,0,85,0,0,70,25,0,85,0,0,0,0,0,65,415,260,15,10,0,0,5,70,60,85.7,0,5,0,0,5,5,0,0,5,0,0,0,20,10,10,50
2060,Kamaldeen Sulemana,GHA,MFFW,Rennes,Ligue 1,20,2002,10,2,263,2.9,0.34,3.1,0.69,22.2,0.11,0.5,17.5,0,0,0,34.1,41.4,82.5,612.8,135.9,18.3,20.3,89.8,10.3,12.1,85.7,5.17,6.55,78.9,0,1.38,1.38,1.72,0.69,4.48,41.4,39.3,2.07,0.34,0,4.48,1.72,2.76,0.34,0.34,0,0,31.4,6.21,3.79,4.48,33.4,0.69,1.38,0.34,34.1,0.34,0.69,1.72,1.38,3.45,2.07,0,1.03,0.34,0,0,0,0,0,0,0,0,0,2.41,2.07,0.34,1.38,0.69,0.34,0.69,50,0.34,13.1,4.14,31.6,4.83,4.48,3.79,1.72,0,0,1.72,2.07,4.48,0.34,0,61.4,0.69,6.9,24.8,35.9,7.59,59.7,4.83,7.93,60.9,5.17,1.03,50.3,280.3,171,8.97,2.41,1.38,2.76,4.14,52.4,44.5,84.9,11,0.34,0,0,1.03,2.07,0.34,2.76,2.07,0,0,0,7.59,1.03,2.07,33.3
2061,Crysencio Summerville,NED,FWMF,Leeds United,Premier League,20,2001,7,1,204,2.3,0.43,2.17,0.43,20,0.2,1,14.2,0,0,0,20,27,74.2,292.2,77,12.2,14.3,84.8,5.22,8.26,63.2,1.3,2.17,60,0,0.43,1.74,0.43,0.43,0.87,27,27,0,0,0,6.09,0,1.74,0,0,0,0,20.9,3.91,2.17,1.3,24.3,0,0,0.87,20,0,1.74,0.43,0.43,1.3,0.87,0,0,0,0.43,0,0,0,0,0,0,0,0,1.3,0,1.3,0,0,0,1.3,0,1.3,16.5,4.35,26.3,3.48,8.7,4.35,1.3,0.43,0,0.87,1.74,3.04,0.87,0,41.3,0.87,6.09,18.7,20.4,3.91,41.3,0.87,0.87,100,0.87,0,30.4,206.5,127,5.22,2.17,1.3,2.61,1.74,44.3,29.1,65.7,6.09,0,0,0,2.17,2.61,0.43,1.74,0,0,0,0,5.65,0.43,1.74,20
2062,Ivan Šunji?,CRO,MF,Hertha BSC,Bundesliga,26,1996,10,9,704,7.8,0,0.38,0,0,0,0,17.4,0,0,0,25,32.4,77.1,469,136.2,10.3,11.5,88.9,11.2,14.1,79.1,2.95,5.13,57.5,0,0.38,3.33,0.26,0,3.08,32.4,31.7,0.77,0.38,0,5.51,1.28,0.13,0,0,0,0,21.8,2.82,7.82,4.49,24.9,1.92,0,0.13,25,0,0.77,1.28,0.64,1.18,1.03,0,0,0.13,0,0,0.13,0.13,0,0,0,0,0,2.56,1.15,1.03,1.28,0.26,0.77,1.41,54.5,0.64,15.6,5,32,5.38,8.33,1.92,1.54,0.26,0,1.28,1.41,3.97,1.79,0,42.3,2.18,12.1,26.4,6.03,0.51,41.5,0.26,0.77,33.3,0.38,0.13,21.9,96.7,42.1,1.03,0.64,0,0.51,0.77,23.2,22.6,97.2,0.51,0.51,0,0,1.67,0.77,0.13,0.13,1.15,0,0,0,10.6,1.41,2.05,40.7
2063,Sam Surridge,ENG,FW,Nott'ham Forest,Premier League,24,1998,6,1,125,1.4,0,1.43,0,0,0,0,8.6,0,0,0,11.4,22.9,50,170.7,47.9,8.57,12.1,70.6,0.71,7.14,10,2.14,2.86,75,0,0.71,1.43,0.71,0,2.14,22.9,22.9,0,0,0,6.43,0,2.14,0,0,0,0,10,4.29,8.57,1.43,14.3,3.57,0,0.71,11.4,0.71,0,0,0.71,0.71,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.71,10.7,2.14,20,2.86,3.57,4.29,1.43,0.71,0,0.71,0,0,2.86,0,39.3,3.57,10.7,15.7,15,2.86,39.3,0,1.43,0,0,0.71,20.7,59.3,30,1.43,0,0,4.29,1.43,57.9,30,51.9,6.43,0.71,0,0,2.86,3.57,0,2.14,0,0,0,0,3.57,5,8.57,36.8
2064,Suso,ESP,FWMF,Sevilla,La Liga,28,1993,3,0,56,0.6,0,3.33,0,0,0,0,26.1,0,0,0,36.7,46.7,78.6,806.7,261.7,13.3,18.3,72.7,16.7,16.7,100,6.67,11.7,57.1,0,1.67,3.33,1.67,0,6.67,46.7,40,6.67,1.67,0,5,3.33,3.33,1.67,0,0,0,30,6.67,10,36.7,6.67,0,3.33,0,36.7,0,0,3.33,1.67,1.67,1.67,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,1.67,1.67,0,0,1.67,0,1.67,18.3,8.33,45.5,3.33,10,5,0,0,0,0,0,3.33,0,0,66.7,0,10,23.3,38.3,1.67,61.7,1.67,5,33.3,1.67,0,50,233.3,108.3,5,1.67,0,1.67,1.67,58.3,50,85.7,8.33,0,0,0,1.67,5,0,3.33,3.33,0,0,0,6.67,0,0,0
2065,Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,23,1999,10,7,501,5.6,0,0.71,0.36,50,0,0,15.3,0,0,0,17.7,25,70.7,282.7,98.8,9.46,11.3,84.1,5.36,8.04,66.7,1.79,4.11,43.5,0.36,1.43,1.43,0.71,0.18,1.96,25,23,1.96,0.36,0,4.64,0.71,1.07,0.89,0.89,0,0,14.3,4.46,6.25,2.14,20,1.79,0.36,0,17.7,0,0.89,0.89,0.54,2.14,0.89,0.54,0.18,0.18,0.36,0,0.36,0.36,0,0,0,0,0,1.07,0,0.36,0.71,0,0.18,1.25,14.3,1.07,13.9,3.04,21.8,3.39,7.14,3.39,1.07,0.18,0,0.89,1.43,2.5,1.43,0,36.4,1.61,8.04,19.1,11.3,1.79,34.5,0.54,2.68,20,0.71,0.18,21.3,92.5,43,1.96,0.36,0.18,2.14,0.36,26.3,19.6,74.8,2.5,0.36,0,0,1.79,1.61,0.18,1.07,0,0,0,0,8.75,1.43,0.89,61.5
2066,Issiaga Sylla,GUI,DF,Toulouse,Ligue 1,28,1994,10,9,779,8.7,0,0.57,0.23,40,0,0,17.3,0,0,0,43.3,54.5,79.5,703.1,319,22.9,26,88.1,16.8,21.5,78.1,3.22,4.94,65.1,0,0.34,3.45,1.61,0.46,6.55,54.5,44.3,10.2,0.92,0,3.79,0.46,1.84,0,0,0,0,35.3,12.8,6.44,39.7,3.79,1.61,9.31,0,43.3,0.23,0.8,2.18,2.18,1.38,1.03,0.23,0,0.11,0,0,0.34,0.23,0.11,0,0,0,0,2.64,1.26,1.26,0.92,0.46,1.15,2.64,43.5,1.49,10.9,3.22,29.5,4.48,4.37,2.07,2.87,0.46,0.11,2.41,1.61,4.25,1.26,0,66.8,3.1,17.5,31.8,22.6,1.49,56.9,0.57,1.95,29.4,0.69,0.11,42.3,214.3,142.2,8.85,3.1,0.23,0.46,2.18,44,39.5,89.8,2.18,0.23,0,0,1.61,1.15,0,1.84,1.26,0,0,0,8.51,0.46,0.34,57.1
2067,Wojciech Szcz?sny,POL,GK,Juventus,Serie A,32,1990,6,6,492,5.5,0,0,0,0,0,0,0,0,0,0,22.9,30.4,75.4,772.4,492.2,2.73,2.73,100,9.45,9.45,100,10.7,18,59.6,0,0,0.18,0,0,0,30.4,22.7,7.64,2,0,4.36,1.27,0,0,0,0,0,15.6,1.45,13.3,1.27,24.9,0,0,3.82,22.9,0.18,1.27,0.36,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.18,0,0,0,0,0,0,0,0,0,0,31.6,28.2,31.6,0,0,0,24,0,0,0,0,0,16.4,79.1,27.3,0,0,0,0,0,17.1,17.1,100,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0
2068,Dominik Szoboszlai,HUN,FWMF,RB Leipzig,Bundesliga,21,2000,9,7,625,6.9,0.14,1.59,1.01,63.6,0.09,0.14,21.9,0.29,0,0,48.6,60.3,80.5,929.4,257.4,22.8,25.9,87.7,17.1,19.4,88.1,7.83,11.4,68.4,0.58,2.9,4.2,1.3,0,6.23,60.3,52.2,8.12,2.32,0.43,5.65,3.33,2.46,3.91,1.01,1.88,0,40.7,7.68,11.9,4.35,50.9,1.88,1.88,0.58,48.6,0,1.01,2.03,1.59,5.51,3.62,1.16,0.43,0,0.29,0,0.72,0.43,0.29,0,0,0,0,0.72,0,0.14,0.29,0.29,0.14,0.87,16.7,0.72,17.7,3.62,20.5,3.48,8.84,5.36,1.16,0,0,1.16,2.03,2.75,0.58,0,70.9,1.16,9.86,35.4,31.2,2.03,62.8,1.88,2.9,65,1.88,0.14,51.2,265.4,148.7,7.83,2.75,0.58,0.87,1.74,52.5,47,89.5,6.09,0,0.14,0,1.3,1.59,0,2.46,0,0,0,0,10.4,0.87,1.16,42.9
2069,Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,30,1992,12,12,1057,11.7,0.09,0.77,0.26,33.3,0.11,0.33,14.2,0,0,0,53.3,61,87.4,875,312.3,26.6,28.5,93.4,22.6,25.3,89.2,3.16,4.96,63.8,0.09,0.94,3.76,1.37,0.43,5.13,61,52.3,8.72,0.6,0.09,6.07,0.43,1.28,0,0,0,0,43.1,9.91,8.03,44.4,4.62,2.39,8.12,0.09,53.3,0.17,0.68,1.45,1.03,2.31,2.14,0.09,0,0,0.09,0,0.26,0.26,0,0,0,0,0,3.59,2.22,1.54,1.45,0.6,0.94,1.71,55,0.77,12.8,4.7,36.7,5.56,4.53,2.74,1.54,0.34,0,1.2,1.71,5.3,1.45,0,72.1,2.82,17.4,39.1,19.7,1.71,63.8,0.51,0.6,85.7,0.51,0,43.8,180.4,93.3,4.79,1.45,0.17,0.77,0.85,49.5,46.3,93.6,2.39,0.09,0,0,1.03,2.31,0.09,1.28,2.22,0,0.09,0,8.38,1.79,1.28,58.3
2070,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,26,1996,11,11,960,10.7,0,0.47,0.09,20,0,0,7,0,0,0,50.5,56,90.2,1059.8,318,14.6,16.1,90.7,26.9,28.8,93.5,8.41,10.3,81.8,0,0.28,2.43,0,0,2.06,56,54.4,1.59,1.21,0,6.64,1.03,0,0,0,0,0,46.6,3.08,6.26,9.35,41.6,3.27,0.19,0.19,50.5,0.09,0.56,0.47,0.56,0.75,0.65,0,0,0.09,0,0,0,0,0,0,0,0,0,1.12,0.65,0.84,0.28,0,0.47,0.84,55.6,0.37,8.5,3.46,40.7,5.33,2.9,0.28,0.84,0.47,0,0.37,1.31,2.43,4.39,0.09,64.2,8.22,32.7,32.3,2.8,1.12,62.6,0.28,0.37,75,0.37,0,40.7,213,93.3,1.5,0.19,0,0.09,0.19,44.1,43.2,97.9,0.28,0.37,0,0,0.84,0.28,0.19,0,0.65,0,0,0,10.1,2.52,1.4,64.3
2071,Waniss Taibi,FRA,MF,Angers,Ligue 1,20,2002,4,1,109,1.2,0,0.83,0,0,0,0,6.7,0,0,0,59.2,66.7,88.8,1009.2,185.8,22.5,24.2,93.1,30,31.7,94.7,5,5.83,85.7,0.83,0.83,1.67,0.83,0,4.17,66.7,65.8,0.83,0,0.83,10.8,0.83,0.83,0,0,0,0,57.5,4.17,5,5.83,56.7,2.5,0,0,59.2,0,0,1.67,2.5,1.67,1.67,0,0,0,0,0,0.83,0.83,0,0,0,0,0,4.17,2.5,1.67,1.67,0.83,0.83,1.67,50,0.83,25,6.67,26.7,6.67,14.2,4.17,0.83,0,0,0.83,1.67,5.83,0.83,0,76.7,0.83,20,45.8,16.7,1.67,75.8,0,0,0,0,0,50.8,349.2,174.2,7.5,2.5,0,0,0,60,51.7,86.1,3.33,0.83,0,0,2.5,0.83,0,0.83,2.5,0,0,0,14.2,1.67,0.83,66.7
2072,Flavien Tait,FRA,MF,Rennes,Ligue 1,29,1993,12,11,952,10.6,0.09,1.6,0.47,29.4,0.06,0.2,19.1,0,0,0,49.4,58.6,84.4,938.1,216.3,21.9,24.8,88.2,19.4,22,88.4,7.55,10.4,72.7,0,1.23,6.51,1.6,0,5.85,58.6,56.9,1.7,1.6,0.38,6.13,1.51,0.57,0,0,0,0,44.8,5.09,8.68,5.09,50.2,2.26,0.09,0.28,49.4,0.38,1.04,1.89,0.85,3.21,2.55,0,0.38,0.09,0,0.19,0.19,0.09,0,0.09,0,0,0,1.79,1.13,0.47,0.85,0.47,0.66,1.79,36.8,1.13,14.5,3.58,24.7,2.45,8.3,3.77,1.13,0.28,0,0.85,0.94,2.74,0.75,0,68.3,1.7,9.06,44.4,19.1,2.92,66.6,1.13,2.08,54.5,1.23,0.09,49.3,232.5,116.6,5.94,1.79,0.57,0.47,1.42,56.1,50.9,90.8,2.64,0.19,0,0,1.6,1.42,0,0.57,1.13,0,0,0,9.81,0.94,0.66,58.8
2073,Montassar Talbi,TUN,DF,Lorient,Ligue 1,24,1998,12,12,1080,12,0,0.17,0,0,0,0,12.4,0,0,0,41.6,45.9,90.6,835,258.3,11.4,11.8,96.5,23.9,25.3,94.7,4.92,7,70.2,0.08,0.25,1.33,0.08,0,1.25,45.9,44,1.92,1,0,4.08,0.5,0.08,0,0,0,0,38.1,2.08,5.75,10.8,32.9,0.83,0,0.08,41.6,0,0.5,0.33,0.42,0.33,0.33,0,0,0,0,0,0.08,0.08,0,0,0,0,0,1.5,0.92,1.17,0.25,0.08,0.42,1,41.7,0.58,7.25,2.5,34.5,5.5,1.67,0.08,1.58,0.75,0,0.83,1.33,2.83,6.08,0.08,56.7,14.4,38.1,21.4,1,0.5,54.8,0.33,0.42,80,0.42,0,34.8,216.2,120.4,2.17,0.25,0,0.17,0.17,39,38.8,99.4,0.08,0,0,0,1,0.75,0,0.08,0.92,0,0,0,5,3.25,0.92,78
2074,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,28,1994,10,8,701,7.8,0,0.38,0.13,33.3,0,0,16.1,0,0,0,23.3,31.9,73.1,455.6,136.7,9.74,12.7,76.8,9.87,12.1,81.9,3.33,5.51,60.5,0,1.03,2.56,0.77,0,3.33,31.9,30.8,1.15,0.38,0.13,5.51,0.51,0.64,0,0,0,0,21,2.95,7.95,3.72,24.9,2.05,0.13,0,23.3,0.38,0.9,1.03,1.15,1.67,1.41,0.13,0,0,0,0.13,0.13,0.13,0,0,0,0,0,1.54,0.77,0.9,0.51,0.13,0.64,1.54,41.7,0.9,12.8,3.33,26,3.59,6.67,2.56,2.18,0.77,0,1.41,1.41,2.95,1.67,0,42.3,2.82,11.4,23.2,10.5,1.03,41.2,1.41,1.92,73.3,1.41,0.13,26.8,149,76.7,3.85,1.15,0,0.9,1.41,27.4,23.1,84.1,3.21,0,0,0,1.28,0.77,0.13,0.64,0.77,0,0,0,9.74,1.67,1.03,61.9
2075,Renato Tapia,PER,MF,Celta Vigo,La Liga,27,1995,8,6,500,5.6,0,0.18,0.18,100,0,0,32.6,0,0,0,47,53.4,88,984.1,227.3,17,19.3,88,20.2,21.4,94.2,9.11,11.6,78.5,0,0.89,5.36,0.54,0,3.93,53.4,50.4,3.04,2.32,0,7.5,2.14,0.71,0.18,0.18,0,0,38.2,5.36,9.82,8.57,40.4,2.5,0.18,0,47,0,0.71,1.43,0.36,1.25,1.07,0.18,0,0,0,0,0,0,0,0,0,0,0,2.86,1.79,1.25,1.61,0,0.18,1.61,11.1,1.43,17.9,5.36,30,5.36,11.3,1.25,3.39,1.79,0,1.61,1.61,4.46,1.96,0,64.8,3.57,17.9,42.1,7.14,0.36,62.3,0.36,0.89,40,0.36,0,39.3,156.4,72.5,2.86,0.54,0,0.54,0.36,43,41.6,96.7,0.54,0.36,0,0,1.25,1.79,0,0.71,1.79,0,0.18,0,9.64,2.32,1.25,65
2076,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,23,1999,11,11,975,10.8,0,0.28,0,0,0,0,18.1,0,0,0,59.4,67.1,88.6,1316.6,496.2,16.3,17.5,93.1,29.3,31,94.3,12.7,16.9,75.3,0,0.28,6.48,0.28,0,4.63,67.1,63.9,3.24,1.48,0.09,8.33,2.22,0.19,0,0,0,0,54.5,3.7,8.89,6.57,56.4,2.59,0.28,0,59.4,0,0.74,0.74,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,2.31,1.11,1.67,0.37,0.28,1.02,1.76,57.9,0.74,8.61,2.87,33.3,5.28,2.96,0.37,1.39,0.56,0,0.83,1.3,3.61,3.43,0.09,76.1,9.26,37.3,40.6,2.78,0.37,73,0.19,0.19,100,0.19,0,49.8,320.8,174.8,4.72,0.37,0,0.09,0.56,51,50.3,98.5,0.19,0.09,0,0,1.2,0.65,0,0.19,1.11,0,0.19,0,13.3,2.22,1.39,61.5
2077,Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,11,10,877,9.7,0.31,0.82,0.1,12.5,0,0,28.9,0.1,0.31,0.31,60.5,69.8,86.7,1147.4,381.1,26.5,28.9,91.8,25.1,26.9,93.1,8.14,12.8,63.7,0,1.86,5.67,0.82,0.31,5.67,69.8,62.9,6.91,3.3,0,7.01,4.33,1.34,3.2,1.86,0.72,0.1,50.8,5.46,13.5,10.4,56.6,1.86,0.41,0.1,60.5,0.1,0.31,1.34,0.62,3.71,2.78,0.82,0,0.1,0,0,0.21,0.21,0,0,0,0,0,2.99,1.86,1.86,1.03,0.1,0.52,1.75,29.4,1.24,15.4,4.12,26.8,6.7,7.11,1.55,2.06,0.31,0,1.75,2.16,5.15,1.34,0,81.9,3.71,22.3,47,16.9,1.13,74.9,0.52,0.62,83.3,0.52,0,53.2,214.1,106.8,3.71,1.34,0.1,0.72,1.55,57.2,54.5,95.3,1.34,0.21,0,0,1.34,1.96,0,1.34,1.86,0,0,0,10.9,0.72,1.03,41.2
2078,Matt Targett,ENG,DF,Newcastle Utd,Premier League,27,1995,8,4,402,4.5,0,0.22,0,0,0,0,25.3,0,0,0,46.7,60.2,77.5,846.7,360,19.8,21.3,92.7,22,26,84.6,4.44,11.1,40,0,1.78,3.33,1.33,0.67,5.56,60.2,46.9,13.3,3.56,0,6.44,1.56,2.44,2.89,1.56,0.89,0.22,33.8,12.2,14.2,42,6.22,3.56,6.89,0,46.7,0.22,0.22,1.56,1.56,2.67,1.78,0.89,0,0,0,0,0,0,0,0,0,0,0,2.44,1.78,1.11,0.89,0.44,1.56,3.56,43.8,2,10,3.33,33.3,4.22,3.56,2.22,1.56,0.22,0,1.33,2,4.44,2.67,0,67.6,3.33,17.8,30.9,22,0.22,54.2,0,0.22,0,0,0,36,147.6,73.1,2.44,1.56,0,0,0.67,38,35.1,92.4,1.78,0,0,0,1.56,0.44,0,2.44,1.78,0,0,0,9.56,2.67,1.78,60
2079,James Tarkowski,ENG,DF,Everton,Premier League,29,1992,12,12,1080,12,0,0.58,0.25,42.9,0,0,9.4,0,0,0,35.6,42.7,83.4,870.1,296.1,7.58,8.5,89.2,18.6,21,88.5,9.25,13,71.2,0,0.17,2.92,0.08,0,1.58,42.7,41.2,1.5,1.42,0,3.08,2.08,0,0,0,0,0,28.7,2.83,11.2,5.83,32.3,2.67,0.08,0.08,35.6,0.25,0.75,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,1.17,0.33,0,0.42,1,41.7,0.58,6.75,2.67,39.5,4.58,1.92,0.25,2.75,2.08,0,0.67,2.5,4,7.92,0,57.8,12.7,34.8,23.7,1.5,1.17,56.5,0.17,0.17,100,0.17,0,28.4,130.5,71.7,1.33,0,0,0.25,0.17,33.7,33.3,98.8,0.25,0.17,0,0,0.83,0.5,0,0,1,0,0,0,7.75,3.92,0.83,82.5
2080,Ciprian T?t?ru?anu,ROU,GK,Milan,Serie A,36,1986,4,4,360,4,0,0,0,0,0,0,0,0,0,0,25.3,34,74.3,954.5,705.8,1,1,100,9.25,9.5,97.4,15,23.5,63.8,0.25,0.25,0.5,0,0,0,34,29.8,4.25,1.25,0,1,0.5,0,0,0,0,0,14.5,0.75,18.8,4.75,25,0,0,3.25,25.3,0,1,0.25,0,0.5,0.25,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32.8,36,0,0,0,31.8,0,0,0,0,0,21.5,126.5,75.3,0,0,0,0,0,22.8,22.8,100,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0
2081,Niklas Tauer,GER,DF,Mainz 05,Bundesliga,21,2001,3,0,93,1,0,1,0,0,0,0,10,0,0,0,50,54,92.6,848,274,22,23,95.7,23,25,92,4,5,80,0,0,6,2,0,3,54,54,0,0,0,4,1,0,0,0,0,0,47,3,4,1,51,2,0,0,50,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,4,25,3,8,4,50,6,1,1,5,2,0,3,2,4,2,0,69,5,23,41,9,1,69,0,0,0,0,0,43,162,81,2,0,0,1,2,53,52,98.1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0
2082,Nuno Tavares,POR,DF,Marseille,Ligue 1,22,2000,11,9,876,9.7,0.31,2.58,0.82,32,0.12,0.38,19.3,0,0,0,41.6,52,80.2,681.9,259,22.9,25.3,90.6,15.4,19.3,79.7,2.99,5.57,53.7,0,0.82,1.86,1.44,0.52,5.15,52,42,10,0.62,0.1,4.95,1.24,3.3,0.1,0,0,0,31.1,12.8,8.04,33.4,8.14,0.72,9.28,0.1,41.6,0.1,0.93,2.27,1.75,2.37,1.44,0,0.41,0.52,0,0,0.31,0,0,0.1,0.21,0,0,2.47,1.03,1.13,0.82,0.52,0.93,1.65,56.3,0.72,11.2,2.89,25.7,3.3,4.23,3.71,1.96,0,0,1.96,1.44,3.92,1.55,0,69.3,2.27,17.6,27.1,29.7,4.02,59.9,2.27,3.81,59.5,2.37,0.1,49.1,277.6,176.9,6.7,2.27,1.65,2.37,2.99,51.8,44,85.1,3.92,0.31,0,0,1.75,1.86,0.1,3.3,1.03,0,0,0,7.22,0.82,1.13,42.1
2083,Marcus Tavernier,ENG,FWMF,Bournemouth,Premier League,23,1999,11,11,947,10.5,0,1.52,0.19,12.5,0,0,17.4,0.19,0,0,24.9,36.8,67.6,435.6,112.8,12.2,15.4,79,8.95,11.1,80.3,2.76,7.9,34.9,0,0.76,1.62,0.86,0.38,2,36.8,29.9,6.86,1.71,0,5.9,2.67,2.48,3.33,1.62,0.86,0.38,23.7,3.71,9.33,29,3.33,1.52,1.71,0.1,24.9,0.1,1.05,1.43,1.43,1.71,1.05,0.48,0,0,0.19,0,0.1,0,0.1,0,0,0,0,1.43,0.86,0.76,0.48,0.19,0.38,1.43,26.7,1.05,14,4.1,29.3,5.9,4.19,3.9,1.24,0.1,0,1.14,1.05,2.48,0.76,0,50.1,1.62,10.4,20.9,24,3.33,43.6,1.71,3.62,47.4,1.9,0,33,224.5,129,5.14,2.38,0.95,1.52,2.57,38.3,31,80.8,4.48,0.1,0,0,0.57,1.9,0.29,2.48,0.86,0,0,0,7.24,1.52,1.71,47.1
2084,Enzo Tchato,CMR,DF,Montpellier,Ligue 1,19,2002,11,7,675,7.5,0.13,0.4,0.13,33.3,0.33,1,19.5,0,0,0,30.1,41.7,72.2,493.9,192.5,17.5,20.1,86.8,10,14.8,67.6,2.67,6.13,43.5,0.13,0.4,2,0.8,0.67,2.4,41.7,33.2,8.53,0.53,0,4,0.4,2.53,0,0,0,0,20,10.8,10.9,4.13,26.3,1.87,8,0.4,30.1,0.27,1.6,1.2,1.2,1.2,0.93,0,0.13,0,0,0.13,0.13,0.13,0,0,0,0,0,2.27,0.53,1.2,0.93,0.13,0.53,1.2,44.4,0.67,12.8,4.4,34.4,6.4,4.13,2.27,1.87,0,0,1.87,1.2,3.47,2.27,0,51.5,3.73,16.4,24.1,14.9,0.93,43.1,0.67,1.2,55.6,0.67,0,25.6,122,64.4,2.13,1.6,0.13,0.8,0,30.7,27.7,90.4,3.6,0,0,0,0.8,0.53,0.27,2.53,0.53,0,0,0,7.33,1.47,1.07,57.9
2085,Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,22,2000,10,9,742,8.2,0,1.46,0.24,16.7,0,0,18.9,0,0,0,64,69.8,91.8,1218,317.4,26.3,27.4,96,28.8,31.3,91.8,8.17,9.39,87,0.24,0.85,6.71,0.85,0,4.76,69.8,68,1.71,1.46,0.49,9.15,1.71,0.61,0,0,0,0,58.7,4.63,6.46,5.85,59.4,2.56,0.24,0.12,64,0.12,0.49,0.98,0.73,2.56,2.07,0.12,0,0.24,0.12,0,0.73,0.73,0,0,0,0,0,1.83,1.46,0.61,1.22,0,0.61,1.59,38.5,0.98,14.9,4.76,32,5.61,7.56,1.71,1.59,0.37,0,1.22,2.07,3.9,1.71,0,80.7,4.02,22.6,50.9,13.2,1.46,79.5,0.98,1.59,61.5,0.98,0.12,58.2,319.3,151.7,6.22,1.46,0,0.73,0.98,64,62.1,97,1.1,0.12,0,0,1.71,1.83,0,0.61,1.46,0,0,0,8.78,2.56,1.46,63.6
